"報告年度:2023","議題:溫室氣體排放"
"公司代號","公司名稱","直接(範疇一)溫室氣體排放量-數據(公噸CO₂e)","直接(範疇一)溫室氣體排放量-資料邊界","直接(範疇一)溫室氣體排放量-確信範圍","能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e)","能源間接(範疇二)溫室氣體排放量-資料邊界","能源間接(範疇二)溫室氣體排放量-確信範圍","其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e)","其他間接(範疇三)溫室氣體排放量-資料邊界","其他間接(範疇三)溫室氣體排放量-確信範圍","溫室氣體排放密集度-密集度(公噸CO₂e/百萬元營業額)"
"=""1477""","聚陽","15,415.3480","聚陽實業股份有限公司(總公司)、 Leader Garments Corp.、 Moha Garments Co., Ltd.、 Triple Garment(Vietnam) Co., Ltd.、 Makalot Garments(Vietnam) Co., Ltd.、 Makalot Garments(Cambodia) Co., Ltd.、 PT. Glory Industrial Semarang、  PT. Starlight Garment Semarang、 Leader Garment(Vietnam) Co., Ltd.、 Jiaxing Ruiyang Garment Co., Ltd.、 Jiaxing Rising Garment Co.,Ltd、 Jiaxing Suntex Garment Co., Ltd ","- 已完成： 聚陽實業股份有限公司(總公司)、 Jiaxing Rising Garment Co., Ltd. - 將於2024年底前完成驗證： Makalot Garments(Vietnam) Co., Ltd.、  Leader Garment(Vietnam) Co., Ltd.、  PT. Glory Industrial Semarang Demak、  Moha Garments Co.、  Ltd., Leader Garments Corp.","15,050.5251","聚陽股份有限公司(總公司)、 Leader Garments Corp.、 Moha Garments Co., Ltd.、 Triple Garment(Vietnam) Co., Ltd.、 Makalot Garments(Vietnam) Co., Ltd.、 Makalot Garments(Cambodia) Co., Ltd.、 PT. Glory Industrial Semarang、  PT. Starlight Garment Semarang、 Leader Garment(Vietnam) Co., Ltd.、 Jiaxing Ruiyang Garment Co., Ltd、 Jiaxing Rising Garment Co.,Ltd、 Jiaxing Suntex Garment Co.,Ltd ","- 已完成:  聚陽實業股份有限公司(總公司) 、Jiaxing Rising Garment Co., Ltd. - 將於2024年底前完成驗證:  Makalot Garments(Vietnam) Co., Ltd.、  Leader Garment(Vietnam) Co., Ltd.、  PT. Glory Industrial Semarang Demak、  Moha Garments Co., Ltd.、  Leader Garments Corp.","12,312.3478","聚陽股份有限公司(總公司)、Jiaxing Rising Garment Co., Ltd.","聚陽股份有限公司(總公司)、Jiaxing Rising Garment Co., Ltd.","0.9386"
"=""1503""","士電","7,088.5832","採營運控制法，涵蓋台灣(含案場)、大陸地區及越南地區之子公司。","僅母公司(不包含案場)","39,276.9790","採營運控制法，涵蓋台灣(含案場)、大陸地區及越南地區之子公司。","僅母公司(不包含案場)","N/A","N/A","N/A","N/A"
"=""1504""","東元","13,132.3244","東元母公司個體(包含:總公司、中壢廠、觀音二廠、湖口廠、淡水廠、觀音廠及七個營業站所)及關係企業子公司（台灣地區、大陸/越南地區 、美國地區 、義大利地區）","東元母公司個體(包含:總公司、中壢廠、觀音二廠、湖口廠、淡水廠、觀音廠及七個營業站所)BSI及關係企業子公司（台灣地區BSI/金工/TUV NORD、大陸/越南地區CQC 、美國地區SGS 、義大利地區TUV）","44,470.3293","東元母公司個體(包含:總公司、中壢廠、觀音二廠、湖口廠、淡水廠、觀音廠及七個營業站所)及關係企業子公司（台灣地區、大陸/越南地區 、美國地區 、義大利地區）","東元母公司個體(包含:總公司、中壢廠、觀音二廠、湖口廠、淡水廠、觀音廠及七個營業站所)BSI及關係企業子公司（台灣地區BSI/金工/TUV NORD、大陸/越南地區CQC 、美國地區SGS 、義大利地區TUV）","63,955,674.0928","東元母公司個體(包含:總公司、中壢廠、觀音二廠、湖口廠、淡水廠、觀音廠及七個營業站所)及關係企業子公司（台灣地區、大陸/越南地區 、美國地區 、義大利地區）","東元母公司個體(包含:總公司、中壢廠、觀音二廠、湖口廠、淡水廠、觀音廠及七個營業站所)BSI及關係企業子公司（台灣地區BSI/金工/TUV NORD、大陸/越南地區CQC 、美國地區SGS 、義大利地區TUV）","1.1464"
"=""1506""","正道","1,484.8907","正道工業(股)公司台灣仁德廠區及馬來西亞廠區","正道工業(股)公司台灣仁德廠區及馬來西亞廠區","5,749.0115","正道工業(股)公司台灣仁德廠區及馬來西亞廠區","正道工業(股)公司台灣仁德廠區及馬來西亞廠區","N/A","N/A","N/A","6.3400"
"=""1512""","瑞利","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""1513""","中興電","34.3462","林口廠(石化燃料用量)","N/A","5,531.7548","林口廠及南科廠(用電量)","N/A","4.1530","林口廠及南科廠(自來水用量)","N/A","0.2630"
"=""1514""","亞力","909.8253","僅母公司，其中含總公司、新莊廠、楊梅廠","僅母公司楊梅廠","2,126.0176","僅母公司，其中含總公司、新莊廠、楊梅廠","僅母公司楊梅廠","501.7348","僅母公司，其中含總公司、新莊廠、楊梅廠","僅母公司楊梅廠","0.3893"
"=""1515""","力山","426.1051","母公司","母公司","3,043.2969","母公司","母公司","71,374.5798","母公司","母公司","14.9350"
"=""1516""","川飛","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""1517""","利奇","569.5408","利奇機械工業股份有限公司 總公司：彰化市石牌里石牌路一段112號 南崗廠：南投縣南投市南崗工業區工業南五路8號  ","利奇機械工業股份有限公司 總公司：彰化市石牌里石牌路一段112號 南崗廠：南投縣南投市南崗工業區工業南五路8號 ","2,530.2024","利奇機械工業股份有限公司 總公司：彰化市石牌里石牌路一段112號 南崗廠：南投縣南投市南崗工業區工業南五路8號 ","利奇機械工業股份有限公司 總公司：彰化市石牌里石牌路一段112號 南崗廠：南投縣南投市南崗工業區工業南五路8號 ","2,376.5446","利奇機械工業股份有限公司 總公司：彰化市石牌里石牌路一段112號 南崗廠：南投縣南投市南崗工業區工業南五路8號 ","利奇機械工業股份有限公司 總公司：彰化市石牌里石牌路一段112號 南崗廠：南投縣南投市南崗工業區工業南五路8號 ","2.2732"
"=""1519""","華城","39,476.5460","包含合併財務報表之母子公司","包含合併財務報表之母子公司","7,485.8850","包含合併財務報表之母子公司","包含合併財務報表之母子公司","42,755.6120","包含合併財務報表之母子公司","包含合併財務報表之母子公司","0.7060"
"=""1521""","大億","588.5109","總公司：台南市南區新信路11號 金茂廠：台南市南區新樂路39號1-3樓","N/A","16,190.3664","總公司：台南市南區新信路11號 金茂廠：台南市南區新樂路39號1-3樓","N/A","301.4225","總公司：台南市南區新信路11號 金茂廠：台南市南區新樂路39號1-3樓","N/A","3.4833"
"=""1522""","堤維西","366.2400","母公司","母公司","16,748.3900","母公司","母公司","6,105.4900","母公司-類別3及類別4","母公司-類別3及類別4","1.3514"
"=""1524""","耿鼎","N/A","N/A","N/A","5,452.2970","母公司","N/A","N/A","N/A","N/A","2.0212"
"=""1525""","江申","1,102.1045","母公司","N/A","2,527.5492","母公司","N/A","N/A","N/A","N/A","2.2700"
"=""1526""","日馳","110.0400","日馳企業股份有限公司","N/A","594.4000","日馳企業股份有限公司","N/A","N/A","N/A","N/A","0.7938"
"=""1527""","鑽全","10,028.8600","一廠：407288台中市西屯區工業36路24號 二廠：407021台中市西屯區工業36路17號 三廠：407021台中市西屯區工業34路22號 五廠：407021台中市西屯區工業35路16號 六廠：407021台中市西屯區工業34路20號 七廠：407020台中市西屯區工業37路33號 八廠：407021台中市西屯區工業36路22號","一廠：407288台中市西屯區工業36路24號 二廠：407021台中市西屯區工業36路17號 三廠：407021台中市西屯區工業34路22號 五廠：407021台中市西屯區工業35路16號 六廠：407021台中市西屯區工業34路20號 七廠：407020台中市西屯區工業37路33號 八廠：407021台中市西屯區工業36路22號","7,408.0401","一廠：407288台中市西屯區工業36路24號 二廠：407021台中市西屯區工業36路17號 三廠：407021台中市西屯區工業34路22號 五廠：407021台中市西屯區工業35路16號 六廠：407021台中市西屯區工業34路20號 七廠：407020台中市西屯區工業37路33號 八廠：407021台中市西屯區工業36路22號","一廠：407288台中市西屯區工業36路24號 二廠：407021台中市西屯區工業36路17號 三廠：407021台中市西屯區工業34路22號 五廠：407021台中市西屯區工業35路16號 六廠：407021台中市西屯區工業34路20號 七廠：407020台中市西屯區工業37路33號 八廠：407021台中市西屯區工業36路22號","32,757.8309","一廠：407288台中市西屯區工業36路24號 二廠：407021台中市西屯區工業36路17號 三廠：407021台中市西屯區工業34路22號 五廠：407021台中市西屯區工業35路16號 六廠：407021台中市西屯區工業34路20號 七廠：407020台中市西屯區工業37路33號 八廠：407021台中市西屯區工業36路22號","一廠：407288台中市西屯區工業36路24號 二廠：407021台中市西屯區工業36路17號 三廠：407021台中市西屯區工業34路22號 五廠：407021台中市西屯區工業35路16號 六廠：407021台中市西屯區工業34路20號 七廠：407020台中市西屯區工業37路33號 八廠：407021台中市西屯區工業36路22號","6.2633"
"=""1528""","恩德","322.0204","組織邊界設定涵蓋「恩德科技股份有限公司」之主要營運地點，包含地理位置範圍為「苗栗縣後龍鎮中華路1498號(後龍廠)及員工宿舍、台中市梧棲區經二路33號(梧棲廠)","N/A","963.7571","組織邊界設定涵蓋「恩德科技股份有限公司」之主要營運地點，包含地理位置範圍為「苗栗縣後龍鎮中華路1498號(後龍廠)及員工宿舍、台中市梧棲區經二路33號(梧棲廠)","N/A","17,063.5325","組織邊界設定涵蓋「恩德科技股份有限公司」之主要營運地點，包含地理位置範圍為「苗栗縣後龍鎮中華路1498號(後龍廠)及員工宿舍、台中市梧棲區經二路33號(梧棲廠)","N/A","N/A"
"=""1529""","樂事綠能","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""1530""","亞崴","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""1531""","高林股","267.7427","以「高林股份有限公司」總公司、「高林股份有限公司」桃園廠、「寧波高林銀箭機電有限公司」高銀廠為盤查範圍。","N/A","4,599.0128","以「高林股份有限公司」總公司、「高林股份有限公司」桃園廠、「寧波高林銀箭機電有限公司」高銀廠為盤查範圍。","N/A","587,620.6184","以「高林股份有限公司」總公司、「高林股份有限公司」桃園廠、「寧波高林銀箭機電有限公司」高銀廠為盤查範圍。","N/A","2.2655"
"=""1532""","勤美","4,012.7028","勤美金屬成型事業處、蘇州勤美達精密機械有限公司(CMS)、勤威(天津)工業有限公司(CMW)、蘇州勤堡精密機械有限公司(CMB)及勤美達（武漢）精密機械有限公司(CMH)","勤美金屬成型事業處、蘇州勤美達精密機械有限公司(CMS)、勤威(天津)工業有限公司(CMW)、蘇州勤堡精密機械有限公司(CMB)及勤美達（武漢）精密機械有限公司(CMH)","192,633.5486","勤美金屬成型事業處、蘇州勤美達精密機械有限公司(CMS)、勤威(天津)工業有限公司(CMW)、蘇州勤堡精密機械有限公司(CMB)及勤美達（武漢）精密機械有限公司(CMH)","勤美金屬成型事業處、蘇州勤美達精密機械有限公司(CMS)、勤威(天津)工業有限公司(CMW)、蘇州勤堡精密機械有限公司(CMB)及勤美達（武漢）精密機械有限公司(CMH)","N/A","N/A","N/A","21.4449"
"=""1533""","車王電","266.2433","車王電子股份有限公司(總公司)第一廠、車王電子股份有限公司第二廠、車王電子股份有限公司中港廠及宿舍","第一廠、中港廠","1,663.7213","車王電子股份有限公司(總公司)第一廠、車王電子股份有限公司第二廠、車王電子股份有限公司中港廠及宿舍","第一廠、中港廠","327.5588","車王電子股份有限公司(總公司)第一廠、車王電子股份有限公司第二廠、車王電子股份有限公司中港廠及宿舍","第一廠、中港廠","0.0114"
"=""1535""","中宇","250.9727","包含合併財務報表之母子公司","包含合併財務報表之母子公司","418.5601","包含合併財務報表之母子公司","包含合併財務報表之母子公司","6,216.4131","包含合併財務報表之母子公司","包含合併財務報表之母子公司","0.7056"
"=""1536""","和大","2,706.3717","僅母公司","N/A","40,622.6475","僅母公司","N/A","1,231.3619","僅母公司","N/A","7.9900"
"=""1537""","廣隆","6,849.7300","包含合併財務報表之母子公司","N/A","66,577.5400","包含合併財務報表之母子公司","N/A","N/A","N/A","N/A","N/A"
"=""1538""","正峰","N/A","N/A","N/A","151.8000","間接用電,電費單","N/A","N/A","N/A","N/A","N/A"
"=""1539""","巨庭","135.7033","母公司","N/A","712.7073","母公司","N/A","42.6295","母公司","N/A","0.5534"
"=""1540""","喬福","50.9430","母公司","N/A","267.5503","母公司","N/A","16.0031","母公司","N/A","0.2077"
"=""1541""","錩泰","1,677.6800","包含合併財務報表之母子公司","N/A","3,389.9300","包含合併財務報表之母子公司","N/A","57,581.4900","母公司","N/A","15.5200"
"=""1558""","伸興","1,515.0000","合併財務報表之母子公司(不含宇隆)","台灣母公司","11,297.0000","合併財務報表之母子公司(不含宇隆)","台灣母公司","50,698.0000","合併財務報表之母子公司(不含宇隆)","台灣母公司","1.6885"
"=""1560""","中砂","8,333.8700","母公司","母公司","34,084.6000","母公司","母公司","7,574.6900","母公司","母公司","7.1656"
"=""1563""","巧新","22,597.5517","僅母公司","僅母公司","60,647.9001","僅母公司","僅母公司","13,582.1115","僅母公司","僅母公司","10.7013"
"=""1568""","倉佑","210.5228","僅母公司          ","N/A","3,460.5382","僅母公司          ","N/A","1,144.0826","僅母公司    ","N/A","4.7700"
"=""1582""","信錦","31.6430","母公司","範疇一 + 二 + 三","316.9240","母公司","範疇一 +  二 +  三","455.1169","母公司","範疇一 +  二 +  三","0.2275"
"=""1583""","程泰","376.4657","程泰機械(全公司,含中科廠/嘉義廠/工業區廠)","N/A","2,041.0716","程泰機械(全公司,含中科廠/嘉義廠/工業區廠)","N/A","6,723.4749","程泰機械(全公司,含中科廠/嘉義廠/工業區廠)","N/A","N/A"
"=""1587""","吉茂","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""1589""","永冠-KY","6,071.2636","合併財務報表之母子公司","N/A","118,256.4212","合併財務報表之母子公司","N/A","N/A","N/A","N/A","14.3383"
"=""1590""","亞德客-KY","13,943.0000","考量揭露訊息之重大性以及實際管理需求，涵蓋主要銷售據點、主要生產基地和營運總部，合計揭露比重佔 2023 年合併營業收入達96%，亦達2023年度生產產值100%。","N/A","98,053.0000","考量揭露訊息之重大性以及實際管理需求，涵蓋主要銷售據點、主要生產基地和營運總部，合計揭露比重佔 2023 年合併營業收入達96%，亦達2023年度生產產值100%。","N/A","N/A","N/A","N/A","3.7549"
"=""1597""","直得","12.5624","母公司","N/A","4,408.6536","母公司","N/A","705.2812","母公司","N/A","6.4405"
"=""1598""","岱宇","522.6757","彰化本廠、二廠、五廠；台北辦公室；台中辦公室","類別1+2+3+4","1,606.1177","彰化本廠、二廠、五廠；台北辦公室；台中辦公室","類別1+2+3+4","9,188.8517","彰化本廠、二廠、五廠；台北辦公室；台中辦公室","類別1+2+3+4","0.2734"
"=""1603""","華電","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""1604""","聲寶","1,437.4657","聲寶股份有限公司及德寶家電股份有限公司","N/A","4,127.1077","聲寶股份有限公司及德寶家電股份有限公司","N/A","1,119.6800","聲寶股份有限公司及德寶家電股份有限公司","N/A","0.7520"
"=""1605""","華新","203,986.1900","華新麗華股份有限公司個體公司及子公司( 包括東莞華新、上海華新、江陰華新、江陰合金、煙台華新、常熟華新、華新精密)","華新麗華股份有限公司個體公司及子公司( 包括東莞華新、上海華新、江陰華新、江陰合金、煙台華新、常熟華新、華新精密)","326,624.3953","華新麗華股份有限公司個體公司及子公司( 包括東莞華新、上海華新、江陰華新、江陰合金、煙台華新、常熟華新、華新精密)","華新麗華股份有限公司個體公司及子公司( 包括東莞華新、上海華新、江陰華新、江陰合金、煙台華新、常熟華新、華新精密)","4,322,646.8253","華新麗華股份有限公司個體公司及子公司( 包括東莞華新、上海華新、江陰華新、江陰合金、煙台華新、常熟華新、華新精密)","華新麗華股份有限公司個體公司及子公司( 包括東莞華新、上海華新、江陰華新、江陰合金、煙台華新、常熟華新、華新精密)","0.5200"
"=""1608""","華榮","1,049.8026","以華榮電線電纜股份有限公司廠區為邊界範圍，包含總公司、高楠廠生產工廠、台北分公司、台中業務處","N/A","14,352.8062","以華榮電線電纜股份有限公司廠區為邊界範圍，包含總公司、高楠廠生產工廠、台北分公司、台中業務處","N/A","1,695.8994","以華榮電線電纜股份有限公司廠區為邊界範圍，包含總公司、高楠廠生產工廠、台北分公司、台中業務處","N/A","2.1648"
"=""1609""","大亞","414.3786","2023/1/1-12/31","大亞公司(個體)","20,123.3143","2023/1/1-12/31","大亞公司(個體)","336,741.4633","2023/1/1-12/31","大亞公司(個體)","1.3995"
"=""1611""","中電","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""1612""","宏泰","767.9000","僅母公司","N/A","8,969.9600","僅母公司","N/A","N/A","N/A","N/A","1.5700"
"=""1614""","三洋電","2,432.5513","台灣三洋電機股份有限公司及三洋全能股份有限公司","N/A","4,166.2176","台灣三洋電機股份有限公司及三洋全能股份有限公司","N/A","85,030.2617","台灣三洋電機股份有限公司及三洋全能股份有限公司","N/A","1.1465"
