"報告年度:2024","議題:溫室氣體排放"
"公司代號","公司名稱","直接(範疇一)溫室氣體排放量-數據(公噸CO₂e)","直接(範疇一)溫室氣體排放量-資料邊界","直接(範疇一)溫室氣體排放量-確信範圍","直接(範疇一)溫室氣體排放量-確信意見","能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e)","能源間接(範疇二)溫室氣體排放量-資料邊界","能源間接(範疇二)溫室氣體排放量-確信範圍","能源間接(範疇二)溫室氣體排放量-確信意見","其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e)","其他間接(範疇三)溫室氣體排放量-活動類別","其他間接(範疇三)溫室氣體排放量-資料邊界","其他間接(範疇三)溫室氣體排放量-確信範圍","其他間接(範疇三)溫室氣體排放量-確信意見","溫室氣體排放密集度-密集度(公噸CO₂e/百萬元營業額)","溫室氣體減量目標、策略及具體行動計畫-溫室氣體減量基準年及其數據、減量目標","溫室氣體減量目標、策略及具體行動計畫-溫室氣體減量策略及具體行動計畫","溫室氣體減量目標、策略及具體行動計畫-溫室氣體減量目標達成情形"
"=""1231""","聯華食","10,173.2876","已完成母公司","已完成母公司","合理保證等級","17,475.1612","已完成母公司","已完成母公司","合理保證等級","9,358.0132","與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,下游運輸及配送","已完成母公司","已完成母公司","有限保證等級","2.2659","","",""
"=""1232""","大統益","4,714.5190","已完成母公司","已完成母公司","合理保證等級","104,179.9867","已完成母公司","已完成母公司","合理保證等級","N/A","","N/A","N/A","","6.5720","","",""
"=""1233""","天仁","1,421.2900","已完成合併財務報表之母子公司","N/A","","3,764.1300","已完成合併財務報表之母子公司","N/A","","8,022.3500","購買之商品及勞務","已完成合併財務報表之母子公司","N/A","","2.3610","基準年：2024年 基準年數據：範疇一1421.29公噸、範疇二3764.13公噸 減量目標：2050年全公司淨零","透過溫室氣體盤查，了解天仁茶業最大宗的溫室氣體排放源為外購電力（能源）的使用，為減少在營運過程對環境所造成的衝擊，我們積極在執行用電節約措施。目前先針對自身可控制的類別1與類別2為溫室氣體盤查與減量重點，逐年安排各項溫室氣體減量政策。  具體措施包括工廠採購節能生產設備新一代茶袋包裝機，2024年起預計每年至少可減少33%袋茶生產碳排量，產量增加16.7%。每月審視各據點有無異常用油量，並逐年汰換12年以上汽機車，而根據政府車輛油耗指南換算，每更換一台老舊汽車，其預計每年可減少1%~9%油耗與碳排量；每更換一台老舊機車，其預計每年可減少36%油耗與碳排量（2024年共計淘汰17輛汽車、機車6輛）、工廠安裝新燈具，導入平板燈取代舊型LED燈管，較原先LED燈款，預計每年減量28％碳排量。2025年起預計採取更多相關措施，像是門市夏冬季非必要用電管控，調整招牌燈開關時間，預計每年可減少5%燈牌碳排量，而餐廳減用蒸籠紙（僅剩部分必要性使用之餐點），並引進低碳健康筷（2024年約省下87.8萬雙一次性竹筷），據點亦陸續開始將高耗能舊型冷氣更換成一級能源效率等級之冷氣（2024年共計採購10台一級能源效率等級之冷氣），為減碳盡一份心力。另預計2025年起依重大性鑑別結果，將盤查範疇擴增至類別三至六，統計天仁供應鏈之碳排放量，分析其排放熱點，逐步深化減量管理，展望2030年，我們期望透過持續制定相關節能方案、提升員工和消費者的低碳意識，建立綠色文化，以持續減少碳排放量，本公司也持續關注碳定價發展趨勢、評估可行性以持續接軌國際，進而實現 2050年底前全公司淨零碳排，以及使用再生能源之長期願景。","2024 年目標、推動措施；預計減碳量；當年度目標達成情形： 1.工廠採購節能生產設備（例如：新茶袋包裝機）；袋茶生產碳排量減少約33%；100% 2.逐年汰換12年以上汽機車；汽車每台減少油耗與碳排量約1%~9%、機車每台減少油耗與碳排量約36% ；100% 3.工廠導入平板燈取代舊型LED燈管；與原先燈款相比減量約28％碳排量；100% 4.更換一級能源效率等級之冷氣機；N/A；100% 5.減用蒸籠紙、引進低碳健康筷；N/A；100%  2025年目標、推動措施；預計減碳量；當年度目標達成情形： 1.擴增盤查範疇至類別三至六；完成盤查後再擬定減量計畫；持續盤查中 2.門市夏冬季非必要用電管控，調整招牌燈開關時間；每年可減少5%燈牌碳排量；評估中  2030年目標、推動措施；預計減碳量；當年度目標達成情形： 持續擬定相關節能方案、提升員工和消費者的低碳意識、關注碳定價；N/A；評估中  2050年目標、推動措施；預計減碳量；當年度目標達成情形： 目標全公司淨零碳排、使用再生能源；長期願景規劃，達成淨零目標；評估中"
"=""1234""","黑松","9,692.2941","已完成母公司","已完成母公司","合理保證等級","13,900.1045","已完成母公司","已完成母公司","合理保證等級","6,449.1061","與燃料及能源相關活動（未納入範疇1或範疇2）","已完成母公司","已完成母公司","有限確信","2.6286","基準年110年全公司每噸產品碳排放130.1公斤CO2e。 減量目標：至119年，在類別1與類別2的範疇下，全公司每噸產品碳排放下降至104.08公斤CO2e，相較110年減少20%。","本公司於113年11月12日修訂並經董事會通過「風險管理政策與程序」，作為公司風險管理的管理依據，該管理範疇涵蓋氣候變遷與自然災害風險。此外，自98年起成立專案單位，執行溫室氣體盤查、產品碳足跡、產品水足跡等業務，以維護公司環境管理政策。自111年起，每年進行全公司，包含總公司、中壢廠及斗六廠溫室氣體盤查並取得ISO 14064-1：2018查驗聲明書。112年3月27日完成制定溫室氣體盤查內部查證作業程序書，以管理本公司溫室氣體內部查證作業，確認符合溫室氣體盤查規劃事項實施與維持。因應氣候變遷或溫室氣體管理之相關策略： 1. 管控能源使用效率： 本公司中壢廠成立 「能源管理委員會」，通過ISO 50001：2018能源管理系統驗證。建構能(水)資源監測系統。年度策略規劃制定節能減碳目標與計畫。 2. 使用再生能源： 完成斗六廠太陽光發電系統建置(自發自用574千瓦)並啟用。 3. 提升資源使用效率，訂定目標及對應作法： 至119年，全公司水耗用率(生產每噸產品用水量)降至3.74噸，相較109年減少20%。(109年4.68噸降至119年3.74噸)。至 114 年，至少3項碳足跡產品PET 瓶 ( 胚、標 ) 塑料中使用超過 30％的再生料。","113年全公司每噸產品碳排放下降至119.41公斤CO2e，相較於110年減少8%。"
"=""1235""","興泰","911.8182","已完成母公司","N/A","","202.2440","已完成母公司","N/A","","N/A","","N/A","N/A","","9.8854","","",""
"=""1236""","宏亞","2,288.1900","已完成合併財務報表之母子公司","N/A","","7,256.5600","已完成合併財務報表之母子公司","N/A","","N/A","","N/A","N/A","","4.8300","2017年排放密集度5.5，目標5.01","訂立短中長期策略，並逐年推動節能專案","未達成"
"=""1256""","鮮活果汁-KY","5,293.4351","已完成合併財務報表之母子公司","N/A","","25,134.8828","已完成合併財務報表之母子公司","N/A","","N/A","","N/A","N/A","","7.6009","","",""
"=""1301""","台塑","4,033,603.0000","已完成合併財務報表之母子公司","已完成母公司","合理保證等級","4,901,478.0000","已完成合併財務報表之母子公司","已完成母公司","合理保證等級","12,024,245.0000","購買之商品及勞務,資本財,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送,已銷售產品之加工,已銷售產品生命週期結束之處理,投資","已完成合併財務報表之母子公司","已完成母公司","有限保證等級","51.7000","台塑公司以母公司(涵蓋台灣所有廠區，不包含台北辦事處)2020年範疇一及範疇二溫室氣體排放量(863.5萬噸)為基準年，制定短、中、長期溫室氣體排放減量絕對目標，其中: 短期減量目標：2025年較基準年(2020年)減量20% 中期減量目標：2030年較基準年(2020年)減量40% 長期減量目標：2050年達到碳中和","(一)企業對於因應氣候變遷或溫室氣體管理之策略 1.為因應此一挑戰，成立「節能減排循環經濟推動小組」強力推動。 2.每月進行績效檢討，研討各項減量技術相互交流學習；透過研擬專案改善議題、舉辦觀摩研討會及各種輔導計畫等活動，並定期進行現場輔導及成效查核作業，針對各單位未能達標原因詳細檢討，研擬改善措施憑以推動。此外，每季定期提各項改善作業之進度及成效，且每年年終排定年度執行工作報告及次年工作計畫檢討，發表於產官學界舉辦之研討會，於企業雜誌、企業網站等進行教育宣導，提升員工參與感及成就感。 3.推動燃煤朝向低(零)碳能源轉型、節能減碳循環經濟、提高再生能源用量與其他減碳措施。請參閱本公司2024年永續報告書P.77-85。 (二)企業溫室氣體排放量減量之預算與計畫 本公司2025年計畫進行(含進行中)之節能改善案共938 件，子公司共205 件，預估可節省蒸汽62.2 噸/小時、節省電力17,714 度/小時、節省燃料5.8 噸/小時、溫室氣體減量36.5 萬噸二氧化碳當量(CO2e)/年，預估總投資金額36.2 億元，年投資效益14.3 億元。請參閱本公司2024年永續報告書P.85。 (三)企業產品或服務帶給客戶或消費者之減碳效果 1.台塑公司自產之PA 加工助劑，可加速PVC 加工所需膠化時間，並促進高溫加工時的剪切能力，擴大PVC 的加工範疇。經統計，PVC 不添加PA 加工助劑時的膠化時間約215 秒，每噸PVC 膠化僅需加入10 公斤的PA產品，膠化時間即可縮短到90 秒，減少加工機台125 秒的能源損失。以2024 年PA 加工助劑產量8,017 噸為基礎進行計算，可做為801,700 噸PVC 加工時的助劑，PVC 比熱容為0.9 KJ/kg/k，共計可減少下游業者加工PVC 時之能量損失約1,500GJ。請參閱本公司2024年永續報告書P.86。 2.開發綠色物料: 消費後回收(PCR)材料 (1)因應全球對於環境永續的重視，國際品牌大廠相繼提出2025與2030年減碳計畫，透過使用低碳原料或以再生能源製造之綠色材料等措施，以達成減碳目標，加上歐盟碳邊境關稅即將生效，低碳綠色產品的發展潛力將日益顯著。 (2)因此，本公司研發消費後回收(PCR)材料，並輔導上游回收商優化PCR膠粒品質，擴充再利用領域，推動循環經濟，提供環保高性能包裝材料，開發永嘉烯RP1040(混摻 30% PCR)，並攜手國內塑膠回收業者，將消費後塑膠資源回收再利用，供下游加工業者製成 PCR編織袋、太空袋及塑膠棧板，2024 年銷售量已達到812.75 噸PCR 膠粒。 (3)更多詳細資訊，請參閱本公司2024年永續報告書P.51、P82。","台塑公司2024年範疇一、範疇二溫室氣體總排放量為755 萬噸，較2020年減少108.5 萬噸，減量12.5%，逐步朝2025 年減量20%之短期目標邁進。"
"=""1303""","南亞","2,499,028.9606","已完成合併財務報表之母子公司","已完成母公司","合理保證等級","4,552,056.4022","已完成合併財務報表之母子公司","已完成母公司","合理保證等級","11,371,413.7731","購買之商品及勞務,資本財,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送,已銷售產品之加工,已銷售產品生命週期結束之處理,投資","已完成母公司","已完成母公司","有限保證等級","27.1605","南亞公司因應目的不同，雖擬訂「對外承諾」、「內部加嚴管理」、「SBTi 核定」等三種減碳目標，惟將以最嚴格之減量要求作為追求之目標，以使減碳路徑各期程可達到前述多種目標，最終達成「2050 年碳中和」之長期目標。 1.對外承諾減碳目標(範疇一＋範疇二)：以2007年為基準年(695萬噸CO2e) (1)2025年減量20%(556萬噸CO2e)。 (2)2030年減量35%(452萬噸CO2e)。  2.內部加嚴管理目標(範疇一＋範疇二)：以2020年為基準年(592萬噸CO2e) (1)2025年減量12.5%(518萬噸CO2e)。 (2)2030年減量25%(444萬噸CO2e)。  3.SBTi核定目標：依照SBTi對目標申請之要求擬訂，2023年3月通過目標申請 (1)範疇一＋範疇二：以2021年為基準年(614萬噸CO2e)，2027年減量15%(522萬噸CO2e)。 (2)範疇三：以2021年為基準年(2,379萬噸 CO2e)，2027年減量7.4%(2,203萬噸CO2e)。","四大減碳策略 1.低碳能源轉型：公用廠燃煤鍋爐停止運轉，設置燃氣蒸汽鍋爐等設備，另各生產廠也改用低碳能源(如天然氣)取代高碳能源(如煤炭、重油)。  2.節能減碳循環經濟：持續推動製程改善、循環經濟、煙氣熱回收、AI及數位轉型，提升能源使用效率及減少廢棄物發生量。  3.提高再生能源用量：於各廠區廠房屋頂建置太陽能發電設備，至2030年，設置總容量約56,265.97‬KW，預估占台電契約容量19.5%，遠高於政府用電大戶條款所規定的8%。  4.碳捕捉技術運用：採用鹼液以超重力裝置吸收CO2，再將吸收後鹼液養殖微藻，以降低碳排。","2024年溫室氣體排放量，較2007 年減少46%。"
"=""1304""","台聚","187,770.4686","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","有限確信","504,382.1211","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","有限確信","470,348.9861","購買之商品及勞務,營運中產生之廢棄物,商務旅行,員工通勤","已完成母公司","已完成母公司","有限保證等級","13.6651","台聚依循台聚集團訂定2030年減碳目標為「2030年碳排放量較基準年2017年減少27%」，更於2023年進一步訂定「2050年碳中和」為企業長期目標。","依循集團減碳路徑: 1. 短期減碳策略包含持續規劃節能減碳措施方案，進行廠內設備汰舊換新、改善能源效率等方案。2025年預定執行6項節能減碳方案，共減碳2,897公噸CO2e。 2. 中期減碳策略將朝低碳能源轉型、能源效率提升、智能化監控、再生能源設置與使用進行。 3. 長期減碳策略將持續關注低碳燃料、碳捕捉再利用技術及負碳排技術，落實碳中和目標，推動永續發展。","2024年溫室氣體排放量已較基準年(2017年)下降20.3%，2024 年累積太陽光電裝置容量達8.6 MW，每年可產生約1,073 萬度綠電。"
"=""1305""","華夏","136,257.7360","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","有限確信","145,846.0535","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","有限確信","2,192,888.5564","購買之商品及勞務,資本財,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送,已銷售產品之加工,已銷售產品生命週期結束之處理","資料邊界：華夏頭份總廠、台氯林園廠、華聚林園廠。","2024年執行情形： 華夏頭份總廠：已取得SGS查證聲明書。 台氯林園廠：已取得DNV查證聲明書。 華聚林園廠：已取得AFNOR查證聲明書。","有限保證等級","25.5069","華夏公司依循台聚集團於2022年初訂定2030年減碳目標為「2030年碳排放量較2017年減少27%」，更於2023年進一步訂定「2050年碳中和」為企業長期目標。","♦ 策略： ✽短期：未來將更積極執行節能減碳方案。 ✽中期：減碳策略將朝低碳能源轉型、能源效率提升、智能化監控、再生能源設置與使用進行。 ✽長期：減碳策略將持續關注低碳燃料、碳捕捉再利用技術及負碳排技術，落實碳中和目標，推動永續發展。 ♦ 行動方案： ✽內部碳定價：本公司於2024年導入內部碳定價制度，價格參考國內碳費定價基礎，初期設定每噸碳價為300元，並滾動檢討分階段調升。 ✽制定節電目標(目標：1%)：2024年達成率分別為華夏公司2.66%、台氯公司2.98%、華聚公司1.94%。 ✽建置碳資料管理平台：為提升碳排放數據的即時性與準確性，台聚集團自2024年起推動碳資料管理平台建置，強化集團內部碳盤查流程與資料整合能力。 ✽減能減碳方案：推動多項節能改善專案，包括空壓機、冰水機、馬達與電解槽等設備汰舊換新，並導入 AI 智能化節能技術及蒸汽系統優化等措施，以提升整體能源效率。2024 年節能量 60,404 GJ，減碳 3,888 tCO₂e。 ✽再生能源：2024年太陽能裝置容量1,880.88kWp。另，2024年外購綠電9.7萬度。 ✽取得溫室氣體抵換專案額度：華夏頭份總廠、台氯林園廠已取得減量額度共7,464公噸CO2e。","2024年溫室氣體排放目標30.10萬噸CO2e，實際排放量28.28萬噸CO2e，當年度達成率106%，2024年實際排放量較基準年(2017年)下降31.1%。"
"=""1307""","三芳","8,261.9253","已完成母公司","已完成母公司","合理確信","15,576.0192","已完成母公司","已完成母公司","合理確信","108,482.0000","購買之商品及勞務,資本財,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,上游租賃資產,下游運輸及配送,已銷售產品之加工,已銷售產品之使用,已銷售產品生命週期結束之處理,下游租賃資產","已完成母公司","N/A","","38.8150","基準年： 	107年碳排量52,926噸，其中範疇一25,508噸及範疇二27,418噸 ","113年溫室氣體排放量減量具體行動： 1.	高雄廠、寶亮廠皆已完成設置自供太陽能，越南廠於113年購買30,000 I-REC。 2.	LED燈具汰換  3.	押出機加熱器汰換成紅外線加熱器。 4.	高效率馬達汰換工程。 5.	更換氣懸浮鼓風機，以氣懸浮鼓風機組替代魯式鼓風機。 6.	含氧檢知器，鍋爐排氣含氧量每減少3%可節省燃料1%。 7.	排氣抽風系統改善。 8.	永磁變頻空壓機取代傳統螺旋式空壓機(100HP)。 9.	調降空壓機壓力設定。 ","碳排量預計管理目標為以107年為基準年至114年須達成下降18%為管理目標。113年較112年增加約7%，113年較107年減少54%，已達成目標。"
