報告年度:2024,議題:人力發展,,,,,,,,,,
公司代號,公司名稱,員工福利平均數(仟元/人)(每年6/2起公開)-員工福利平均數(仟元/人)(每年6/2起公開),員工薪資平均數(仟元/人)(每年6/2起公開)-員工薪資平均數(仟元/人)(每年6/2起公開),非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開),非擔任主管職務之全時員工薪資平均數變動百分比(每年7/1起公開)-非擔任主管職務之全時員工薪資平均數變動百分比(每年7/1起公開),非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開),非擔任主管職務之全時員工薪資中位數變動百分比(每年7/1起公開)-非擔任主管職務之全時員工薪資中位數變動百分比(每年7/1起公開),管理職女性主管占比-管理職女性主管占比,新進員工年齡分布-新進員工年齡分布,離職員工年齡分布-離職員工年齡分布,高齡員工晉用政策及培訓計畫-高齡員工晉用政策及培訓計畫
6944,兆聯實業,N/A,N/A,N/A,,N/A,,23.07%,30歲以下54.11%、30歲-50歲 45.21%、50歲以上0.68%,30歲以下39.73%、30歲-50歲 53.42%、50歲以上6.85%,N/A
6949,沛爾生醫-創,"1,702",934,827,,701,,44.44%,,,
6951,青新-創,"1,149",979,927,,709,,29.17%,29歲(含)以下：29人 30 - 50歲：53人 51歲(含)以上：2人,29歲(含)以下：11人 30 - 50歲：18人 51歲(含)以上：2人,
6952,大武山,854,735,653,,597,,5.86%,,,
6955,邦睿生技-創,"1,025",872,725,,658,,40.00%,25至42歲,26至39歲,邦睿生技重視多元與包容，致力營造友善職場環境，積極回應人口高齡化所帶來的人力結構轉變。本公司員工晉用政策未有區分年齡，秉持公平就業原則，歡迎具備專業能力、經驗豐富且有工作意願之高齡人士加入團隊，發揮其專長與價值。 在培訓計畫方面，邦睿生技依高齡員工之特性與需求，提供適性化之教育訓練資源，內容涵蓋數位能力提升、職場適應輔導、健康促進、職能再設計及知識傳承等，協助高齡員工持續精進，延伸其職涯生命週期，並促進跨世代協作與企業永續發展。 本公司因產業特性，研發工作需結合 AI 演算法等創新技術，現階段員工年齡結構相對年輕。惟為實踐工作機會平等與人才多元共融目標，將持續優化高齡人力參與機制，透過制度設計與文化倡導，促進不同年齡世代共同成長，實現企業社會責任與永續發展願景。 截至114年6月，本公司員工年齡分布如下 45歲以下：86人 45(含)至65歲：20人 65歲(含)以上：0人
6957,裕慶-KY,N/A,N/A,N/A,,N/A,,36.96%,2024年度新進率約為9.21%，新進員工計36名(包含外籍移工契約期滿之新進遞補)，其中30歲以下員工11名；31歲至50歲員工23名；51歲以上員工2名，台灣裕慶並包含不同國籍的新住民。新進人員包含各年齡層與區域，期許藉由不同職務經驗與社會歷練的人才，為公司企業文化注入活血與新朝氣。,2024年度離職率約為9.21%，離職員工計36名(包含外籍移工契約期滿)，其中30歲以下員工3名；31歲至50歲員工27名；51歲以上員工4名。針對離職員工分析與調查離職原因，其中近16%為定期契約員工期滿、28%為提早退休、12%為距離因素、4%為健康因素以及其他為個人職涯發展規劃等原因，因此未來將加強面談時對於工作內容的說明，確保求職者對其理解與實際情形一致，另將提供留職停薪、進修補助等相關協助，給予員工全方面的支援，以提升優秀人才留任率。,高齡員工因家庭照顧需求與體能健康條件，提供申請職務或工時調整之機制。同時可視員工個人狀況，協助職務再設計申請，或協助改造或改善職務所需之工作設備、機具或工作流程。
6958,日盛台駿,"1,588","1,320","1,218",,988,,20.00%,各年齡佔比 29歲以下：28% 30-49歲：63% 50歲以上：9%,各年齡佔比 29歲以下：28% 30-49歲：60% 50歲以上：12%,
6962,奕力-KY,N/A,N/A,N/A,,N/A,,16.00%,在新進人員部分，本年度共計新進118人，其中以30歲以下族群為主要來源，占比達56.8%（67人）；30至50歲新進人數為49人，占41.5%；51歲以上新進人數為2人，占1.7%。,在離職人員部分，全年共有48人離職，其中30至50歲族群占66.7%（32人）；30歲以下離職11人，占22.9%；51歲以上離職人數為5人，占10.4%。,
6965,中傑-KY,N/A,N/A,N/A,,N/A,,63.24%,,,
6969,成信實業*-創,843,707,936,,511,,16.66%,未滿30：5.71% 30以上，未滿50：54.29% 50以上：8.57%,未滿30：6.67% 30以上，未滿50：53.33% 50以上：12.38%,繼續就業協助 為呼應聯合國永續發展目標（SDGs 8：促進包容且永續的經濟成長與就業）及落實企業對中高齡勞動力的社會責任，本公司雖目前無即將退休之人員，惟已預先規劃「繼續就業協助方案」，作為未來退休或終止勞雇關係員工之支持機制。 本方案將納入《中高齡及高齡者就業促進法》精神，擬訂中高齡就業服務計畫，包含： 1、鼓勵屆齡但具關鍵知識與技術之員工延後退休，轉任顧問或彈性工時職務； 2、提供退休後回任制度，保留知識資本、強化職場世代交流； 3、透過再培訓機制，協助中高齡人員轉任內部培訓講師或新進人員導師，發揮經驗價值； 4、評估與外部資源合作，串聯政府中高齡就業支持資源與再就業平台。 本公司認為持續就業協助不僅是對員工職涯尊重的展現，更是穩定人力結構、提升組織韌性的重要策略，未來將依照政府政策逐步制度化相關措施，納入人力資源永續政策中，確保多元、包容且具延續性的職場環境。
6988,威力暘-創,983,849,815,,618,,30.69%,,,
6994,富威電力,"1,324","1,132",771,,704,,20.00%,,,
7631,聚賢研發,"1,107",942,881,,791,,47.37%,暫不揭露,暫不揭露,暫不揭露
7705,三商餐飲,367,297,571,,469,,57.65%,,,
7722,LINEPAY,"1,778","1,476","1,196",,707,,55.56%,,,
7732,金興精密,638,514,,,,,25.00%,1.新進人員中，年齡在30歲以下者占比為3.45% 2.新進人員中，年齡在31歲至50歲者占比為6.9% 3.新進人員中，年齡在51歲以上者占比為0.43%,1.離職人員中，年齡在30歲以下者占比為3.45% 2.離職人員中，年齡在31歲至50歲者占比為10.78% 3.離職人員中，年齡在51歲以上者占比為1.29%,
7736,虎山,622,508,515,,469,,3.86%,,,
7740,熙特爾,N/A,N/A,N/A,,N/A,,18.18%,,,
7749,意騰-KY,N/A,N/A,N/A,,N/A,,14.29%,2024年度新進人員5名，其中以40歲以下占比達80%（4人）；51歲以上新進人數為1人，占20%。,2024年離職人員7名，其中30至50歲族群占57.1%（4人）；30歲以下離職2人，占28.6%；51歲以上離職人數為1人，占14.3%。,
7788,松川精密,N/A,N/A,N/A,,N/A,,3.23%,,,
8011,台通,875,748,732,18.06%,680,19.09%,33.33%,,,
8016,矽創,"2,709","2,408","2,400",-3.73%,"2,241",-3.70%,27.71%,30歲以下:16人 30~50歲:22人 50歲以上:3人,30歲以下:7人 30~50歲:12人 50歲以上:6人,目前有規劃中高齡及高齡員工工作適性計畫，詳見本公司2024年度永續報告書第89頁。
8021,尖點,958,843,772,11.72%,666,9.90%,25.09%,,,
8028,昇陽半導體,"1,055",883,822,3.40%,727,3.12%,30.10%,,,
8033,雷虎,904,778,603,4.33%,552,1.28%,22.22%,,,
8039,台虹,"1,165",939,891,14.82%,829,17.59%,10.48%,,,
8045,達運光電,905,750,719,,580,,5.04%,,,
8046,南電,913,778,807,-11.32%,764,-12.39%,3.46%,,,
8070,長華*,"3,063","2,798","1,569",1.55%,"1,443",14.52%,32.00%,未滿30歲：195人 30~50歲：161人 超過50歲：4人 ,未滿30歲：80人 30~50歲：135人 超過50歲：16人,
8072,陞泰,"1,389","1,255",616,-4.50%,484,0.83%,50.00%,,,
8081,致新,"2,666","2,405","2,303",2.36%,"2,176",6.46%,23.00%,,,
8101,華冠,"1,990","1,719","1,006",24.81%,889,12.96%,16.33%,,,
8103,瀚荃,"1,348","1,141",978,16.15%,838,9.97%,15.00%,,,
8104,錸寶,979,832,727,2.97%,641,5.78%,12.90%,20-29歲：2人 30-39歲：3人 40-49歲：1人 50-59歲：1人 60-69歲：0人 以上計 7人,20-29歲：2人 30-39歲：5人 40-49歲：5人 50-59歲：1人 60-69歲：0人 以上計13人,針對中高齡任用不因年齡而有所區別，113年任用50歲以上人數共28人。 
8105,凌巨,"1,015",863,844,2.06%,756,2.16%,23.77%,(1)未滿30歲：17.19% (2)30以上未滿50歲：68.75% (3)50歲以上：14.06%,(1)未滿30歲：21.70% (2)30以上未滿50歲：60.38% (3)50歲以上：17.92%,
8110,華東,790,677,634,15.27%,561,19.11%,25.86%,,,
8112,至上,"1,933","1,591","1,315",-3.38%,"1,123",-5.31%,25.17%,台灣地區，新進員工21-30歲17人，占台灣地區總人數7.14%；31-50歲27人，占台灣地區總人數11.34%；51歲以上8人，占台灣地區總人數3.36%。,台灣地區，離職員工21-30歲7人，占台灣地區總人數2.94%；31-50歲22人，占台灣地區總人數9.24%；51歲以上9人，占台灣地區總人數3.78%。,-
8114,振樺電,"1,191","1,047",738,0.27%,593,0.34%,35.00%,,,
8131,福懋科,765,663,633,7.11%,607,8.20%,8.00%,,,
8150,南茂,"1,103",882,914,-2.77%,830,-0.84%,19.89%,113年新進員工年齡分布如下： 未滿30歲 49.21%、 30-50歲 49.13%、 50歲以上 1.66%。,113年離職員工年齡分布如下： 未滿30歲 24.17%、 30-50歲 71.17%、 50歲以上 4.66%。,
8162,微矽電子-創,712,587,522,2.15%,466,3.79%,14.28%,,,
8163,達方,"1,412","1,226","1,149",-7.78%,956,-7.63%,15.90%,,,
8201,無敵,"1,101",922,811,-0.98%,714,-7.03%,29.63%,參永續報告書P.76頁,參永續報告書P.76頁,參永續報告書P.73頁
8210,勤誠,"1,456","1,276","1,262",14.94%,870,-0.57%,22.96%,,,
8213,志超,"1,388","1,182","1,213",-20.09%,865,-42.33%,21.81%,,,
8215,明基材,"1,201","1,021","1,014",5.74%,762,0.40%,33.78%,,,
8222,寶一,792,667,649,7.81%,606,4.66%,26.67%,1.2024年新進員工合計：38人 2.性別及年齡分布如下： 男性：(未滿30歲):19人 ，(30-50歲):13人 ，(50歲以上):2人 女性：(未滿30歲):0人 ，(30-50歲):4人 ，(50歲以上):0人         ,1.2024年離職員工合計：21人 2.性別及年齡分布如下： 男性：(未滿30歲):3人 ，(30-50歲):9人 ，(50歲以上):4人 女性：(未滿30歲):0人 ，(30-50歲):4人 ，(50歲以上):1人         ,員工退休後如有意願回任，將依其專長安排適當職務重新聘用。
8249,菱光,"2,882","2,617","1,918",16.45%,"1,470",7.46%,37.00%,,,
8261,富鼎,"1,830","1,592","1,365",-3.47%,"1,074",-4.96%,28.57%,28~47歲,34~57歲,建立無年齡偏見的職場文化，營造尊重與包容的工作環境。在招募過程中，不以年齡或性別設限，積極歡迎二度就業者與高齡人才加入，共同促進職場多元與世代共融。
8271,宇瞻,"1,206","1,003",941,-16.73%,837,-18.18%,42.65%,,,
8341,日友,"1,189","1,009",896,11.17%,773,14.86%,16.20%,,,
8367,建新國際,904,753,782,7.27%,761,9.50%,32.50%,,,
8374,羅昇,"1,223","1,039",952,10.44%,886,10.61%,30.77%,,,
8404,百和興業-KY,N/A,N/A,N/A,,N/A,,43.60%,,,
8411,福貞-KY,N/A,N/A,N/A,,N/A,,22.51%,,,
8422,可寧衛,"1,494","1,308",892,3.84%,685,3.47%,8.33%,29歲(含)以下：25人 30 - 50歲：47人 51歲(含)以上：4人,29歲(含)以下：14人 30 - 50歲：32人 51歲(含)以上：14人,
8429,金麗-KY,N/A,N/A,N/A,,N/A,,0.00%,本年度無新進員工。,本年度無離職員工。,公司建立年度員工培訓計劃，依員工崗位職能及能力，定期對員工進行適崗適性之公司內部培訓。
8438,昶昕,902,764,657,1.70%,580,2.65%,28.57%,,,
8442,威宏-KY,N/A,N/A,N/A,,N/A,,0.31%,,,
8443,阿瘦,602,493,573,-4.98%,529,-5.20%,80.00%,,,
8454,富邦媒,"1,016",834,880,3.29%,753,2.17%,51.11%,"29歲以下   15.65% 30~49歲    14.90% 50歲以上    0.56% 註：占比以2024年底總員工人數統計，分母為3,744人。","29歲以下    13.06% 30~49歲     11.24% 50歲以上    0.61% 註：占比以2024年底總員工人數統計，分母為3,744人。",
8462,柏文,"1,409","1,269",753,6.36%,640,8.84%,51.00%,29歲以下佔82.07%，30-49歲佔17.57%，50歲以上0.36%。,29歲以下佔78.33%，30-49歲佔21.07%，50歲以上0.60%。,
8463,潤泰材,"1,056",877,796,8.45%,688,9.21%,8.93%,30歲以下：24人 30~50歲：40人 51歲以上：5人,30歲以下：12人 30~50歲：27人 51歲以上：8人,
8464,億豐,"2,416","2,175","1,676",15.19%,"1,345",14.66%,36.00%,,,為鼓勵同仁不斷研究與學習本職技能，億豐依已公布的「公司員工教育訓練推行辦法」，提供全職員工進修的補助。
8466,美吉吉-KY,N/A,N/A,N/A,,N/A,,18.60%,,,
8467,波力-KY,N/A,N/A,N/A,,N/A,,27.12%,,,
8473,山林水,668,542,590,1.90%,517,2.38%,4.66%,,,
8476,台境*,934,760,789,-0.13%,676,-0.59%,27.59%,,,
8478,東哥遊艇,979,860,842,-9.36%,764,-10.12%,16.49%,,,
8481,政伸,"1,056",908,876,8.82%,826,8.83%,38.00%,,,
8482,商億-KY,N/A,N/A,N/A,,N/A,,63.00%,,,
8487,愛爾達-創,"1,854","1,674","1,243",10.98%,"1,083",8.30%,50.00%,29歲(含)以下：8人 30 - 50歲：4人 51歲(含)以上：0人,29歲(含)以下：3人 30 - 50歲：4人 51歲(含)以上：0人,
8488,吉源-KY,N/A,N/A,N/A,,N/A,,22.22%,,,
8499,鼎炫-KY,N/A,N/A,N/A,,N/A,,40.00%,,,
8926,台汽電,"1,910","1,606","1,369",4.11%,"1,190",5.50%,18.18%,,,
8940,新天地,638,529,664,10.30%,563,9.53%,41.30%,,,
8996,高力,"1,174",995,904,-4.03%,814,-7.18%,3.40%,2024年新進員工年齡分布：30歲以下，12位；31~50歲，24位；51歲以上，2位。共計 38名。,2024年離職員工年齡分布：30歲以下，11位；31~50歲，26位；51歲以上，3位。共計 40名。,為落實多元與包容（D&I）的人才政策，本公司招募不設年齡限制，亦歡迎高齡勞動力參與職場。目前積極配合政府政策，建立適合高齡員工的職能發展方案，包括在職培訓、知識傳承機制與彈性工作安排，以逐步強化職場世代融合與永續人力策略。
9802,鈺齊-KY,N/A,N/A,N/A,,N/A,,66.74%,,,
9902,台火,"1,100",898,702,17.00%,661,11.09%,28.57%,25-30歲,無,無
9904,寶成,"1,034",892,943,7.53%,739,8.84%,53.26%,,,
9905,大華,783,621,653,6.18%,609,7.98%,10.10%,29歲以下佔15%、30-49歲佔79%、50歲以上佔6%,29歲以下佔7%、30-49歲佔93%,本公司員工滿65歲前半年做退休或續聘意見調查，鼓勵屆退高齡員工續聘或返聘，並將其視為公司重要人力之一，2024年公司共續返聘2位高齡員工。並透過他們的專業知識、技術與經驗傳承年輕世代員工，創造銀青合作模式，增進職場多元與人力資源需求。
9906,欣巴巴,"1,061",900,769,-4.35%,660,-0.45%,50.00%,,,
9907,統一實,981,831,846,13.86%,813,11.68%,10.57%,,,
9908,大台北,"1,450","1,245","1,243",9.90%,"1,150",13.64%,34.00%,,,
9910,豐泰,"1,506","1,324","1,234",-0.48%,977,1.77%,40.90%,30歲以下佔61.4% 30-50歲 佔38.5% 50歲以上佔0.1%,30歲以下佔41.8% 30-50歲 佔48.9% 50歲以上佔9.3%,
9911,櫻花,"1,018",889,830,7.10%,700,6.22%,30.26%,2024年台灣櫻花之新進員工總計203人（年新進率18.94%），30歲以下71人，31~40 歲77人，41~50歲41人，50歲以上14人。,2024年之離職員工總計177人（年離職率14.17%），30歲以下47人，31~40 歲65人，41~50歲50人，50歲以上15人。,
9912,偉聯,"1,436","1,216",897,4.42%,809,4.93%,42.86%,,,
9914,美利達,638,544,653,-5.64%,565,-1.57%,6.82%,22歲~45歲,21歲~42歲,沒有特別對高齡員工的晉用政策，而培訓計畫使用新進員工培訓模式，沒有額外增列培訓計畫。
9917,中保科,"1,033",872,822,4.18%,781,8.77%,12.00%,未滿30歲=249  30~50歲=392  50歲以上=24,未滿30歲=189  30~50歲=414  50歲以上=54,無
9918,欣天然,"1,368","1,166","1,094",3.40%,894,0.22%,23.33%,,,
9919,康那香,750,624,575,2.31%,495,-0.20%,46.34%,,,
9921,巨大,755,608,730,6.41%,613,10.65%,23.54%,30歲以下：40.16% 30-50歲：56.94% 50歲以上：2.90%,30歲以下：34.18% 30-50歲：62.34% 50歲以上：3.41%,
9924,福興,764,649,608,0.16%,519,0.97%,33.68%,,,
9925,新保,895,734,736,5.44%,690,5.18%,3.90%,2024年度新進人員年齡:20~55，平均年齡:33.7,2024年度離職人員年齡:20~65，平均年齡:36.5,(一)落實職場多元性，不因個人性別、種族、社經地位、年齡、婚姻、家庭狀況、語言、宗教、黨派、國籍、容貌、五官、身心障礙等為由，而為差別待遇或任何形式歧視。  (二)確保僱用政策無差別待遇，落實僱用、薪酬福利、訓練、考評與升遷機會之公平及公允，且提供有效、適當之申訴機制，避免不回應危害員工權益之情事，致力營造平等任用、免於歧視與騷擾之工作環境。
9926,新海,"1,373","1,161","1,330",3.99%,"1,279",1.03%,26.32%,,,
9927,泰銘,984,823,746,-2.36%,735,-0.14%,6.67%,,,
9928,中視,798,651,686,0.29%,617,0.33%,42.89%,,,
9929,秋雨,725,596,553,6.35%,528,9.09%,7.00%,30~50,30~50,
9930,中聯資源,"1,879","1,629","1,561",7.73%,"1,446",6.72%,8.33%,30歲以下-9人 31~50歲-10人,30歲以下-1人 31~50歲-13人 51歲-7人,
9931,欣高,"1,150",984,911,7.18%,886,11.45%,30.00%,,,
9933,中鼎,"1,501","1,291","1,362",31.98%,"1,193",37.76%,15.19%,"2024年共聘僱510位新進同仁，占全體員工的14.31%。新進員工年齡分布，30歲以下29.67%、ˇ30-50歲11.43、50歲以上8.54%。近4年來，累計招募2,629位新血，持續為企業注入創新能量，並強化中鼎作為人才發展重鎮的重要地位。",員工離職率是衡量企業吸引、培養與留才的重要指標，中鼎2024年整體離職率為6.42%，較前一年的6.62%微幅下降，離職率依年齡分布情形：30歲以下15.74%、30-50歲11.38%、50歲以上11.69%。,回聘退休同仁晉用政策，協助專案經驗傳承，且中鼎身為人才庫的大本營，肩負著指導與提升海外子公司設計能力與落實人才在地化的目標。回聘退休同仁不僅讓退休同仁能繼續貢獻專業，也讓公司能減緩專業落差之缺口。
9934,成霖,"1,380","1,190",797,0.13%,762,-3.18%,31.50%,,,
9935,慶豐富,783,671,610,15.09%,521,15.78%,32.56%,,,
9937,全國,501,422,689,1.32%,643,2.06%,49.35%,,,
9938,百和,824,713,657,6.83%,518,4.44%,43.82%,本公司新進人員中，29歲以下占比53.39％；30歲至49歲占比43.22％；50歲以上占比3.39％。,本公司離職人員中，29歲以下占比52％；30歲至49歲占比39％；50歲以上占比9％。,NA
9939,宏全,916,815,749,5.79%,683,4.59%,15.97%,30歲以下者，佔 65% 30歲-50歲者，佔 34% 50歲以上者，佔 1%,30歲以下者，佔 53% 30歲-50歲者，佔 41% 50歲以上者，佔 6%,*員工退休後續聘制度 本公司設「退休後再續聘機制」，提供符合條件之員工於退休後持續投入職場，員工提出申請並經主管核准後後，可於原單位任職；管理層主管則以顧問名義續聘。  *培訓計劃 依據公司教育訓練體系，分全員必修、內部訓練、外部訓練、自我提升訓練等。對不同職級和職能員工，設計培訓方案，涵蓋基礎知識、專業技能及管理能力。
